sca,wavelength,field_point,local_x,local_y,global_x,global_y,axis_local_angle_x,axis_local_angle_y,wfe_rms_waves,wfe_pv_waves,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22
1,0.977,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.05072474,0.52800221,-0.00663676,0.0082477,0.06771252,-0.00894659,-0.02804522,-0.03207791,0.02620835,0.0028849,-0.00358242,0.0001107,-0.0029048,-0.00046651,0.00016884,-0.00001478,-0.00000055,-0.00001686,0.00123269,0.00000002,0.00000041,0.00000001,0.00000009,0.00088024
1,0.977,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.07147263,0.50231985,-0.08614319,0.00864008,0.06233436,-0.05562692,-0.028834,-0.02327117,0.02500958,0.00302351,-0.00818864,0.00019315,-0.00350823,-0.00098242,0.00016211,-0.00004434,-0.00000138,-0.00001692,0.00161452,0.00000004,-0.00000085,-0.00000001,0.00000032,0.0008791
1,0.977,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.07261337,0.52518448,-0.08543371,0.03164704,0.05715981,-0.05530146,-0.03283781,-0.02089123,0.0231764,0.01188026,-0.0068065,-0.00568749,-0.0035736,-0.00091653,0.0007487,-0.00002991,0.00003925,0.0003757,0.00161252,-0.00000172,-0.0000003,0.00000033,0.00000016,0.00087897
1,0.977,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.05608197,0.59773689,-0.0113252,0.04081996,0.06373619,-0.01174573,-0.03603218,-0.02966741,0.02479965,0.01512985,-0.0025145,-0.00323777,-0.00297648,-0.00040054,0.00060885,-0.00000641,0.00001687,0.00037922,0.00123114,-0.00000072,0.00000084,0.00000011,0.00000002,0.00088009
1,0.927,1,0,0,-21.94,13.12,0.067,0.451,0.06334982,0.58788386,-0.05151677,0.02420868,0.0710891,-0.0355442,-0.03293636,-0.02858584,0.02789634,0.00890917,-0.00557797,-0.00228154,-0.00338,-0.00072832,0.00044483,-0.00002535,0.00001438,0.00019026,0.00150123,-0.00000063,0.00000002,0.00000012,0.00000016,0.00092711
1,0.927,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.05345478,0.5564993,-0.00691277,0.00869245,0.07136668,-0.00938171,-0.02955818,-0.033811,0.02762264,0.00304047,-0.00377565,0.00011667,-0.00306139,-0.00049167,0.00017795,-0.00001558,-0.00000058,-0.00001777,0.00129918,0.00000002,0.00000043,0.00000001,0.0000001,0.00092772
1,0.927,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.07528764,0.52940496,-0.09069959,0.00910599,0.06569508,-0.05857526,-0.03038919,-0.02452675,0.02635802,0.00318655,-0.00863031,0.00020357,-0.00369737,-0.00103541,0.00017086,-0.00004673,-0.00000145,-0.00001783,0.0017016,0.00000004,-0.0000009,-0.00000001,0.00000034,0.00092652
1,0.927,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.07648502,0.55348964,-0.08994358,0.03335052,0.06024141,-0.05822747,-0.03460743,-0.02201394,0.02442596,0.01251982,-0.00717362,-0.00599426,-0.00376626,-0.00096596,0.00078909,-0.00003152,0.00004137,0.00039596,0.00169949,-0.00000181,-0.00000032,0.00000034,0.00000017,0.00092638
1,0.927,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.05909976,0.62999139,-0.01184569,0.04301824,0.06717589,-0.01232698,-0.0379827,-0.03126598,0.02613796,0.01594469,-0.00265013,-0.00341241,-0.00313694,-0.00042214,0.00064169,-0.00000675,0.00001778,0.00039967,0.00129754,-0.00000076,0.00000088,0.00000011,0.00000002,0.00092756
1,1.06,1,0,0,-21.94,13.12,0.067,0.451,0.05546187,0.51411515,-0.04524482,0.02117514,0.06216886,-0.03119547,-0.02880068,-0.02500046,0.02439594,0.00779272,-0.00487809,-0.00199527,-0.0029561,-0.00063694,0.00038901,-0.00002217,0.00001257,0.00016639,0.00131287,-0.00000055,0.00000002,0.0000001,0.00000014,0.00081079
1,1.06,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.04676096,0.48663408,-0.00622791,0.00760205,0.06240787,-0.00831018,-0.02584885,-0.02956223,0.02415526,0.00265906,-0.0033019,0.00010203,-0.00267746,-0.00042999,0.00015562,-0.00001362,-0.00000051,-0.00001554,0.00113617,0.00000002,0.00000038,0.00000001,0.00000009,0.00081132
1,1.06,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.06593038,0.46299904,-0.07951964,0.0079637,0.05745541,-0.05134161,-0.02657632,-0.02144846,0.02305197,0.00278682,-0.00754746,0.00017802,-0.00323365,-0.00090549,0.00014942,-0.00004087,-0.00000127,-0.0000156,0.0014881,0.00000003,-0.00000079,-0.00000001,0.0000003,0.00081027
1,1.06,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.06698843,0.48409123,-0.07887693,0.02917373,0.05268606,-0.05104812,-0.03026868,-0.01926099,0.02136235,0.01095168,-0.00627353,-0.00524216,-0.0032939,-0.00084476,0.00069007,-0.00002756,0.00003618,0.00034628,0.00148626,-0.00000158,-0.00000028,0.0000003,0.00000015,0.00081014
1,1.06,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.05170034,0.55091374,-0.01056064,0.03762836,0.05874288,-0.01089674,-0.03320122,-0.02734658,0.02285686,0.01394681,-0.00231762,-0.00298426,-0.00274353,-0.00036918,0.00056117,-0.00000591,0.00001555,0.00034953,0.00113474,-0.00000067,0.00000077,0.0000001,0.00000002,0.00081118
1,1.192,1,0,0,-21.94,13.12,0.067,0.451,0.04936879,0.45717814,-0.04038812,0.01883344,0.05528392,-0.02782984,-0.02560884,-0.02223302,0.02169421,0.0069309,-0.0043379,-0.00177433,-0.0026289,-0.0005664,0.00034593,-0.00001972,0.00001118,0.00014797,0.00116749,-0.00000049,0.00000001,0.00000009,0.00000012,0.000721
1,1.192,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.04159347,0.43271252,-0.00568425,0.00676042,0.05549344,-0.00747441,-0.0229859,-0.02628335,0.02147912,0.00236468,-0.00293625,0.00009073,-0.00238111,-0.00038237,0.00013839,-0.00001212,-0.00000045,-0.00001382,0.00101035,0.00000002,0.00000034,0.00000001,0.00000008,0.00072147
1,1.192,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.05870085,0.41174293,-0.07087413,0.00708202,0.05109547,-0.04574892,-0.02363339,-0.0190726,0.02050015,0.00247829,-0.00671167,0.00015831,-0.00287572,-0.00080521,0.00013287,-0.00003634,-0.00000113,-0.00001387,0.00132331,0.00000003,-0.0000007,-0.00000001,0.00000027,0.00072054
1,1.192,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.05965055,0.43052321,-0.07031749,0.02594933,0.0468543,-0.04549653,-0.02691961,-0.01713547,0.01899764,0.00974113,-0.0055788,-0.00466166,-0.00292931,-0.00075121,0.00061364,-0.00002451,0.00003217,0.00030793,0.00132167,-0.00000141,-0.00000025,0.00000027,0.00000014,0.00072043
1,1.192,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.04598803,0.48988103,-0.00955233,0.03346767,0.05223429,-0.00978329,-0.02951188,-0.02432118,0.02032449,0.01240456,-0.00206097,-0.00265379,-0.00243987,-0.00032831,0.00049903,-0.00000525,0.00001383,0.00031082,0.00100908,-0.00000059,0.00000069,0.00000009,0.00000002,0.00072135
1,1.131,1,0,0,-21.94,13.12,0.067,0.451,0.05200813,0.48183814,-0.0424928,0.01984767,0.05826586,-0.02928822,-0.02699124,-0.02343163,0.02286436,0.00730417,-0.00457186,-0.00187002,-0.00277061,-0.00059695,0.00036459,-0.00002078,0.00001178,0.00015595,0.00123045,-0.00000052,0.00000001,0.0000001,0.00000013,0.00075989
1,1.131,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.04383163,0.45606632,-0.00592086,0.00712494,0.05848813,-0.00783705,-0.02422587,-0.02770344,0.02263818,0.00249218,-0.00309462,0.00009563,-0.00250946,-0.00040299,0.00014585,-0.00001277,-0.00000047,-0.00001457,0.00106484,0.00000002,0.00000036,0.00000001,0.00000008,0.00076039
1,1.131,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.06183258,0.43394262,-0.07461984,0.00746389,0.05385004,-0.04817189,-0.024908,-0.02010161,0.02160538,0.00261192,-0.00707366,0.00016685,-0.00303074,-0.00084864,0.00014004,-0.0000383,-0.00000119,-0.00001462,0.00139469,0.00000003,-0.00000074,-0.00000001,0.00000028,0.0007594
1,1.131,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.06282927,0.45372436,-0.07402602,0.0273459,0.04938011,-0.04790176,-0.02837015,-0.0180561,0.02002183,0.01026545,-0.0058797,-0.00491308,-0.00308722,-0.00079173,0.00064674,-0.00002583,0.0000339,0.00032454,0.00139296,-0.00000148,-0.00000026,0.00000028,0.00000014,0.00075928
1,1.131,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.04846218,0.51631478,-0.00999029,0.03526976,0.05505321,-0.01026626,-0.03110969,-0.02563153,0.02142128,0.01307254,-0.00217213,-0.00279692,-0.00257139,-0.00034601,0.00052594,-0.00000554,0.00001457,0.00032759,0.0010635,-0.00000063,0.00000072,0.00000009,0.00000002,0.00076026
1,1.293,1,0,0,-21.94,13.12,0.067,0.451,0.04554571,0.42146329,-0.03733811,0.01736449,0.0509652,-0.02571662,-0.02360674,-0.02049707,0.0199995,0.00639028,-0.00399905,-0.00163573,-0.00242365,-0.00052216,0.0003189,-0.00001817,0.00001031,0.00013641,0.00107629,-0.00000045,0.00000001,0.00000009,0.00000011,0.00066468
1,1.293,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.03835188,0.39888968,-0.00533982,0.00623249,0.05115628,-0.00694819,-0.02119007,-0.02422671,0.01980047,0.00218002,-0.00270688,0.00008365,-0.00219522,-0.00035251,0.00012758,-0.00001117,-0.00000041,-0.00001274,0.00093143,0.00000002,0.00000031,0.00000001,0.00000007,0.00066512
1,1.293,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.05416437,0.37959114,-0.06544738,0.00652897,0.04710601,-0.04223866,-0.02178738,-0.0175823,0.01889945,0.00228475,-0.00618741,0.00014594,-0.0026512,-0.00074231,0.00012249,-0.0000335,-0.00000104,-0.00001279,0.00121995,0.00000003,-0.00000064,-0.00000001,0.00000024,0.00066426
1,1.293,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.05504596,0.39692082,-0.06494444,0.02392665,0.04319615,-0.0420119,-0.02481878,-0.01580206,0.01751431,0.00898174,-0.00514302,-0.00429753,-0.00270061,-0.00069253,0.00056569,-0.0000226,0.00002966,0.00028388,0.00121843,-0.0000013,-0.00000023,0.00000025,0.00000012,0.00066415
1,1.293,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.04240465,0.45159747,-0.00891616,0.03085768,0.0481517,-0.00908273,-0.0271979,-0.02242338,0.01873603,0.01143711,-0.00189999,-0.0024465,-0.00224939,-0.00030267,0.00046004,-0.00000484,0.00001275,0.00028654,0.00093026,-0.00000055,0.00000063,0.00000008,0.00000002,0.000665
1,1.454,1,0,0,-21.94,13.12,0.067,0.451,0.04054985,0.37479029,-0.03335267,0.01544488,0.04532139,-0.02295525,-0.02099032,-0.01822851,0.0177848,0.0056838,-0.00355624,-0.00145461,-0.00215544,-0.00046434,0.00028359,-0.00001616,0.00000917,0.00012131,0.00095712,-0.0000004,0.00000001,0.00000008,0.0000001,0.00059108
1,1.454,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.03411585,0.35468892,-0.00489003,0.00554258,0.04548835,-0.0062607,-0.01884323,-0.02153899,0.01760677,0.0019387,-0.00240715,0.00007438,-0.00195229,-0.00031348,0.00011345,-0.00000993,-0.00000037,-0.00001133,0.00082829,0.00000001,0.00000028,0.00000001,0.00000006,0.00059147
1,1.454,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.04823627,0.3375746,-0.05835604,0.00580623,0.04189251,-0.03765164,-0.01937498,-0.01563475,0.01680762,0.00203183,-0.00550229,0.00012978,-0.00235779,-0.00066011,0.00010893,-0.00002979,-0.00000092,-0.00001137,0.00108487,0.00000002,-0.00000057,-0.00000001,0.00000022,0.0005907
1,1.454,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.04902895,0.35300886,-0.05792345,0.02128341,0.03841562,-0.03745846,-0.0220734,-0.01405961,0.01557587,0.00798937,-0.00457354,-0.00382167,-0.00240173,-0.00061585,0.00050304,-0.00002009,0.00002637,0.00025245,0.00108352,-0.00000115,-0.0000002,0.00000022,0.00000011,0.00059061
1,1.454,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.03772198,0.4015674,-0.00808526,0.02744694,0.04281644,-0.00816749,-0.02417381,-0.01994332,0.01666018,0.01017285,-0.00168961,-0.00217561,-0.00200047,-0.00026916,0.0004091,-0.00000431,0.00001134,0.00025482,0.00082725,-0.00000049,0.00000056,0.00000007,0.00000001,0.00059137
1,1.38,1,0,0,-21.94,13.12,0.067,0.451,0.04270118,0.39489007,-0.0350686,0.01627155,0.0477519,-0.02414421,-0.02211709,-0.01920547,0.01873856,0.00598804,-0.00374694,-0.00153261,-0.00227094,-0.00048924,0.0002988,-0.00001703,0.00000966,0.00012781,0.00100844,-0.00000042,0.00000001,0.00000008,0.0000001,0.00062278
1,1.38,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.03594005,0.37372413,-0.00508337,0.00583969,0.04792926,-0.00655655,-0.0198539,-0.02269648,0.01855149,0.00204262,-0.00253623,0.00007837,-0.0020569,-0.00033029,0.00011953,-0.00001047,-0.00000039,-0.00001194,0.00087271,0.00000002,0.00000029,0.00000001,0.00000007,0.00062319
1,1.38,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.05078902,0.35566899,-0.06140951,0.00611747,0.0441377,-0.0396268,-0.02041388,-0.01647347,0.01770846,0.00214075,-0.00579733,0.00013674,-0.00248415,-0.00069551,0.00011477,-0.00003139,-0.00000097,-0.00001198,0.00114304,0.00000003,-0.0000006,-0.00000001,0.00000023,0.00062238
1,1.38,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.05161995,0.37191943,-0.06094657,0.0224217,0.04047435,-0.03941912,-0.02325569,-0.01480997,0.01641066,0.00841673,-0.00481879,-0.0040266,-0.00253044,-0.00064887,0.00053002,-0.00002117,0.00002779,0.00026599,0.00114162,-0.00000122,-0.00000021,0.00000023,0.00000012,0.00062228
1,1.38,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.03973852,0.42311299,-0.00844267,0.02891575,0.04511409,-0.00856139,-0.02547618,-0.02101135,0.01755415,0.0107173,-0.00178021,-0.00229227,-0.00210767,-0.00028359,0.00043104,-0.00000454,0.00001194,0.00026848,0.00087161,-0.00000051,0.00000059,0.00000007,0.00000001,0.00062308
1,1.577,1,0,0,-21.94,13.12,0.067,0.451,0.03742153,0.34555456,-0.03085927,0.01424253,0.04178613,-0.02122732,-0.01935135,-0.01680754,0.01639753,0.0052413,-0.00327887,-0.00134116,-0.00198743,-0.00042813,0.00026146,-0.0000149,0.00000845,0.00011184,0.00088247,-0.00000037,0.00000001,0.00000007,0.00000009,0.00054498
1,1.577,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.03146275,0.32700102,-0.00461114,0.00511043,0.0419379,-0.00583171,-0.01737317,-0.01985529,0.01623261,0.00178754,-0.00221939,0.00006858,-0.00180012,-0.00028903,0.0001046,-0.00000916,-0.00000034,-0.00001045,0.00076369,0.00000001,0.00000025,0.00000001,0.00000006,0.00054534
1,1.577,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.04452444,0.3112561,-0.0539173,0.00535351,0.03862688,-0.03478024,-0.01786387,-0.01441481,0.01549734,0.00187341,-0.00507313,0.00011966,-0.00217401,-0.00060862,0.00010043,-0.00002747,-0.00000085,-0.00001048,0.00100025,0.00000002,-0.00000053,-0.00000001,0.0000002,0.00054463
1,1.577,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.04526167,0.32550376,-0.05352916,0.01962788,0.03542119,-0.03460831,-0.02035379,-0.01296835,0.01436167,0.00736782,-0.00421681,-0.0035236,-0.00221453,-0.00056781,0.0004638,-0.00001853,0.00002432,0.00023276,0.00099901,-0.00000106,-0.00000019,0.0000002,0.0000001,0.00054455
1,1.577,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.03478915,0.37022829,-0.00756805,0.02531064,0.03947438,-0.00759607,-0.0222792,-0.01838992,0.01535985,0.00938099,-0.00155783,-0.00200593,-0.00184455,-0.00024817,0.00037719,-0.00000397,0.00001045,0.00023494,0.00076273,-0.00000045,0.00000052,0.00000007,0.00000001,0.00054524
1,1.774,1,0,0,-21.94,13.12,0.067,0.451,0.03331771,0.30717588,-0.02759445,0.01266439,0.03714528,-0.01896383,-0.01719968,-0.01494227,0.01457641,0.00466049,-0.00291475,-0.00119223,-0.0017669,-0.00038059,0.00023242,-0.00001325,0.00000751,0.00009943,0.00078447,-0.00000033,0.00000001,0.00000006,0.00000008,0.00048446
1,1.774,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.02798073,0.29065237,-0.00425283,0.00454315,0.03727692,-0.00527308,-0.01544337,-0.01764471,0.01442865,0.00158912,-0.00197293,0.00006096,-0.00160038,-0.00025694,0.00009299,-0.00000814,-0.0000003,-0.00000929,0.00067889,0.00000001,0.00000023,0.00000001,0.00000005,0.00048478
1,1.774,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.03965583,0.27670825,-0.04809924,0.00475924,0.03434017,-0.03101596,-0.01588021,-0.01281332,0.01377736,0.00166545,-0.00450978,0.00010637,-0.00193276,-0.00054103,0.00008928,-0.00002442,-0.00000076,-0.00000932,0.00088918,0.00000002,-0.00000047,-0.00000001,0.00000018,0.00048415
1,1.774,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.04032089,0.28939986,-0.04777045,0.01745503,0.0314905,-0.03087251,-0.01809661,-0.01153634,0.01276781,0.00655204,-0.00374854,-0.00313232,-0.00196879,-0.00050476,0.00041228,-0.00001647,0.00002162,0.00020691,0.00088808,-0.00000095,-0.00000017,0.00000018,0.00000009,0.00048407
1,1.774,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.03094007,0.3290871,-0.0068979,0.02250668,0.03508694,-0.00685106,-0.01979126,-0.01635093,0.0136528,0.00834163,-0.00138484,-0.00178318,-0.00163988,-0.00022062,0.0003353,-0.00000353,0.00000929,0.00020885,0.00067803,-0.0000004,0.00000046,0.00000006,0.00000001,0.00048469
1,1.683,1,0,0,-21.94,13.12,0.067,0.451,0.03509348,0.32378759,-0.02900605,0.01334743,0.03915401,-0.01994266,-0.01813103,-0.01574961,0.01536466,0.00491187,-0.00307236,-0.00125669,-0.00186235,-0.00040117,0.00024499,-0.00001396,0.00000792,0.0001048,0.00082689,-0.00000035,0.00000001,0.00000007,0.00000009,0.00051066
1,1.683,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.02948773,0.30638576,-0.00440648,0.00478868,0.0392944,-0.00551404,-0.01627866,-0.01860159,0.01520948,0.001675,-0.00207961,0.00006426,-0.00168683,-0.00027083,0.00009801,-0.00000858,-0.00000032,-0.00000979,0.00071559,0.00000001,0.00000024,0.00000001,0.00000005,0.00051099
1,1.683,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.0417624,0.29166161,-0.0506159,0.00501646,0.03619558,-0.03264434,-0.01673881,-0.01350651,0.01452181,0.00175546,-0.00475362,0.00011212,-0.00203718,-0.00057028,0.00009411,-0.00002574,-0.0000008,-0.00000982,0.00093725,0.00000002,-0.0000005,-0.00000001,0.00000019,0.00051033
1,1.683,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.04245859,0.30502644,-0.05026123,0.01839544,0.03319181,-0.03248846,-0.01907357,-0.01215607,0.01345768,0.00690511,-0.00395122,-0.00330168,-0.00207515,-0.00053205,0.00043458,-0.00001736,0.00002278,0.0002181,0.00093609,-0.000001,-0.00000018,0.00000019,0.0000001,0.00051025
1,1.683,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.03260593,0.34689477,-0.00718634,0.02372026,0.03698602,-0.00717259,-0.02086828,-0.01723344,0.01439169,0.00879148,-0.00145972,-0.0018796,-0.00172847,-0.00023255,0.00035343,-0.00000372,0.00000979,0.00022015,0.00071469,-0.00000042,0.00000049,0.00000006,0.00000001,0.0005109
1,1.842,1,0,0,-21.94,13.12,0.067,0.451,0.03210588,0.29583415,-0.02663242,0.01219809,0.03577381,-0.01829654,-0.01656376,-0.01439107,0.01403823,0.00448888,-0.00280715,-0.00114822,-0.00170173,-0.00036654,0.00022384,-0.00001276,0.00000724,0.00009575,0.00075551,-0.00000032,0.00000001,0.00000006,0.00000008,0.00046658
1,1.842,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.02695198,0.27990994,-0.00414956,0.00437551,0.03589943,-0.00510951,-0.01487307,-0.01699133,0.01389552,0.00153048,-0.00190009,0.00005871,-0.00154136,-0.00024745,0.00008955,-0.00000784,-0.00000029,-0.00000894,0.00065382,0.00000001,0.00000022,0.00000001,0.00000005,0.00046688
1,1.842,3,20.44,-20.44,-1.5,-7.32,0.004,0.513,0.0382184,0.26649901,-0.04638283,0.00458362,0.03307342,-0.02990524,-0.01529401,-0.01234004,0.01326909,0.001604,-0.00434329,0.00010244,-0.00186147,-0.00052105,0.00008598,-0.00002352,-0.00000073,-0.00000898,0.00085635,0.00000002,-0.00000045,-0.00000001,0.00000017,0.00046628
1,1.842,4,-20.44,-20.44,-42.38,-7.32,0.13,0.513,0.03886234,0.27873133,-0.0460719,0.01681305,0.03032896,-0.02977039,-0.01742964,-0.01111332,0.01229682,0.00631101,-0.00361015,-0.00301669,-0.00189617,-0.00048613,0.00039705,-0.00001586,0.00002082,0.00019928,0.00085529,-0.00000091,-0.00000016,0.00000017,0.00000009,0.0004662
1,1.842,5,-20.44,20.44,-42.38,33.56,0.13,0.389,0.0298029,0.31692854,-0.00670281,0.0216782,0.03379029,-0.0066326,-0.01905575,-0.01574843,0.01314831,0.00803453,-0.00133372,-0.00171736,-0.0015794,-0.00021248,0.00032292,-0.0000034,0.00000895,0.00020114,0.000653,-0.00000038,0.00000044,0.00000006,0.00000001,0.0004668
1,2,1,0,0,-21.94,13.12,0.067,0.451,0.02961027,0.27245892,-0.02465547,0.01123721,0.03294721,-0.01692462,-0.01525304,-0.01325513,0.01292905,0.00413523,-0.00258539,-0.00105752,-0.00156742,-0.00033758,0.00020616,-0.00001175,0.00000666,0.00008819,0.00069583,-0.00000029,0.00000001,0.00000006,0.00000007,0.00042972
1,2,2,20.44,20.44,-1.5,33.56,0.004,0.39,0.02483229,0.25776852,-0.00394215,0.00403003,0.03306029,-0.00477554,-0.01369766,-0.0156445,0.01279668,0.00140964,-0.00174998,0.00005407,-0.00141972,-0.00022791,0.00008248,-0.00000722,-0.00000027,-0.00000824,0.00060217,0.00000001,0.0000002,0.00000001,0.00000005,0.00043
